"帳單年","帳單月","總用電度","校區","用電建築物","公開報表序號"
"106","06",55607.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"106","07",51777.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"106","08",49361.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"106","09",49540.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"106","10",57578.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"106","11",44940.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"106","12",42577.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"107","01",35492.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"107","02",32683.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"107","03",29253.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"107","04",39023.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"107","05",41305.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"107","06",54313.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"107","12",35757.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"108","01",36462.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"108","02",25354.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"108","03",30331.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"108","04",32826.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"108","05",42916.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"108","06",50203.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"108","07",40648.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"108","08",44548.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"108","09",47905.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"108","10",39429.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"108","11",44820.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"108","12",33901.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"109","01",34043.00,"蘭潭","森林館、生物多樣性館、森林系溫室苗圃","A101"
"102","02",2517.00,"蘭潭","嘉禾館","A402"
"102","03",5863.00,"蘭潭","嘉禾館","A402"
"100","05",6411.00,"蘭潭","嘉禾館","A402"
"100","06",7933.00,"蘭潭","嘉禾館","A402"
"100","07",4120.00,"蘭潭","嘉禾館","A402"
"100","08",524.00,"蘭潭","嘉禾館","A402"
"107","07",11400.00,"蘭潭","嘉禾館","A402"
"100","09",11437.00,"蘭潭","嘉禾館","A402"
"100","10",9139.00,"蘭潭","嘉禾館","A402"
"100","11",12311.00,"蘭潭","嘉禾館","A402"
"100","12",13248.00,"蘭潭","嘉禾館","A402"
"101","01",14431.00,"蘭潭","嘉禾館","A402"
"107","08",6700.00,"蘭潭","嘉禾館","A402"
"101","02",4951.00,"蘭潭","嘉禾館","A402"
"101","03",8730.00,"蘭潭","嘉禾館","A402"
"101","04",15586.00,"蘭潭","嘉禾館","A402"
"101","05",9953.00,"蘭潭","嘉禾館","A402"
"101","06",4622.00,"蘭潭","嘉禾館","A402"
"101","07",0.00,"蘭潭","嘉禾館","A402"
"101","08",0.00,"蘭潭","嘉禾館","A402"
"101","09",761.00,"蘭潭","嘉禾館","A402"
"101","10",6699.00,"蘭潭","嘉禾館","A402"
"101","11",11877.00,"蘭潭","嘉禾館","A402"
"101","12",10727.00,"蘭潭","嘉禾館","A402"
"102","01",11993.00,"蘭潭","嘉禾館","A402"
"102","04",,"蘭潭","嘉禾館","A402"
"103","07",10500.00,"蘭潭","嘉禾館","A402"
"107","09",6400.00,"蘭潭","嘉禾館","A402"
"107","10",11300.00,"蘭潭","嘉禾館","A402"
"103","06",13600.00,"蘭潭","嘉禾館","A402"
"103","05",11800.00,"蘭潭","嘉禾館","A402"
"103","08",9900.00,"蘭潭","嘉禾館","A402"
"103","09",10200.00,"蘭潭","嘉禾館","A402"
"103","10",10900.00,"蘭潭","嘉禾館","A402"
"103","11",16200.00,"蘭潭","嘉禾館","A402"
"109","02",6600.00,"蘭潭","嘉禾館","A402"
"103","12",14600.00,"蘭潭","嘉禾館","A402"
"104","01",16000.00,"蘭潭","嘉禾館","A402"
"104","02",12800.00,"蘭潭","嘉禾館","A402"
"102","05",1600.00,"蘭潭","嘉禾館","A402"
"102","09",8400.00,"蘭潭","嘉禾館","A402"
"102","10",12600.00,"蘭潭","嘉禾館","A402"
"102","06",11480.00,"蘭潭","嘉禾館","A402"
"102","11",16500.00,"蘭潭","嘉禾館","A402"
"102","12",15600.00,"蘭潭","嘉禾館","A402"
"103","01",17900.00,"蘭潭","嘉禾館","A402"
"102","07",11590.00,"蘭潭","嘉禾館","A402"
"102","08",8770.00,"蘭潭","嘉禾館","A402"
"103","02",12200.00,"蘭潭","嘉禾館","A402"
"104","03",7200.00,"蘭潭","嘉禾館","A402"
"106","01",14400.00,"蘭潭","嘉禾館","A402"
"103","03",12900.00,"蘭潭","嘉禾館","A402"
"107","11",16100.00,"蘭潭","嘉禾館","A402"
"104","04",15000.00,"蘭潭","嘉禾館","A402"
"103","04",15600.00,"蘭潭","嘉禾館","A402"
"104","05",14500.00,"蘭潭","嘉禾館","A402"
"104","06",11800.00,"蘭潭","嘉禾館","A402"
"104","07",12300.00,"蘭潭","嘉禾館","A402"
"104","08",7900.00,"蘭潭","嘉禾館","A402"
"104","09",7500.00,"蘭潭","嘉禾館","A402"
"106","02",8800.00,"蘭潭","嘉禾館","A402"
"106","03",9700.00,"蘭潭","嘉禾館","A402"
"106","04",14900.00,"蘭潭","嘉禾館","A402"
"104","10",11100.00,"蘭潭","嘉禾館","A402"
"104","11",15600.00,"蘭潭","嘉禾館","A402"
"104","12",13600.00,"蘭潭","嘉禾館","A402"
"105","02",8600.00,"蘭潭","嘉禾館","A402"
"105","03",8600.00,"蘭潭","嘉禾館","A402"
"105","04",12000.00,"蘭潭","嘉禾館","A402"
"105","05",12500.00,"蘭潭","嘉禾館","A402"
"105","01",16400.00,"蘭潭","嘉禾館","A402"
"105","06",15200.00,"蘭潭","嘉禾館","A402"
